duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
127,,Movie,Among Family,2019-02-15 00:00:00,2017.0,TV-14,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",81043345.0,Ozan Açıktan,Turkey,Engin Günaydın,Comedies
113,,Movie,Anchor and Hope,2019-02-15 00:00:00,2017.0,TV-MA,Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.,80208091.0,Carlos Marques-Marcet,Spain,Oona Chaplin,Comedies
111,,Movie,Awe,2019-02-15 00:00:00,2018.0,TV-MA,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",81052266.0,Prasanth Varma,India,Kajal Aggarwal,Dramas
112,,Movie,Ayana,2019-02-15 00:00:00,2017.0,TV-14,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.",81067757.0,Gangadhar Salimath,India,Deepak Subramanya,Dramas
103,,Movie,Buddies,2019-02-15 00:00:00,2012.0,TV-MA,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together.",80095232.0,Marcelo Galvão,Brazil,Ariel Goldenberg,Comedies
104,,Movie,Candyflip,2019-02-15 00:00:00,2017.0,TV-MA,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.",81067758.0,Shanawaz Nellikunnil,India,Prashant Prakash,Dramas
102,,Movie,Chameli,2019-02-15 00:00:00,2004.0,TV-14,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night.",70002291.0,Sudhir Mishra,India,Kareena Kapoor,Dramas
86,,Movie,Deadly Scholars,2019-02-15 00:00:00,2018.0,TV-14,"After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship.",81050193.0,Danny J. Boyle,United States,Kennedy Lea Slocum,Dramas
97,,Movie,Fatso,2019-02-15 00:00:00,2012.0,TV-14,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend.",81067759.0,Rajat Kapoor,India,Ranvir Shorey,Comedies
,1,TV Show,Hjørdis,2019-02-15 00:00:00,2015.0,TV-14,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.",80045203.0,Lars Kaalund,Denmark,Lise Baastrup,International TV Shows
111,,Movie,My Travel Buddy,2019-02-15 00:00:00,2017.0,TV-14,"Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",81043346.0,Bedran Güzel,Turkey,Oguzhan Koç,Comedies
132,,Movie,Neevevaro,2019-02-15 00:00:00,2018.0,TV-14,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.",81045069.0,Hari Nath,India,Aadhi,Dramas
89,,Movie,Never Heard,2019-02-15 00:00:00,2018.0,TV-14,"As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.",80216820.0,Josh Webber,United States,Romeo Miller,Dramas
102,,Movie,Outlawed,2019-02-15 00:00:00,2018.0,TV-MA,"After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.",81026667.0,Adam Collins,United Kingdom,Adam Collins,Action & Adventure
120,,Movie,Pyaar Ke Side Effects,2019-02-15 00:00:00,2006.0,TV-14,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.",70056686.0,Saket Chaudhary,India,Rahul Bose,Comedies
137,,Movie,Sur: The Melody of Life,2019-02-15 00:00:00,2002.0,TV-14,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over.",81067761.0,Tanuja Chandra,India,Lucky Ali,Dramas
82,,Movie,The Breaker Upperers,2019-02-15 00:00:00,2018.0,TV-MA,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel.",80992672.0,Jackie van Beek,New Zealand,Madeleine Sami,Comedies
85,,Movie,The Detained,2019-02-15 00:00:00,2017.0,TV-MA,Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.,81050194.0,Blair Hayes,United States,Alex Frnka,Horror Movies
115,,Movie,Ugly Aur Pagli,2019-02-15 00:00:00,2008.0,TV-14,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.",70109378.0,Sachin Kamlakar Khot,India,Mallika Sherawat,Comedies
107,,Movie,You're Everything To Me,2019-02-15 00:00:00,2016.0,TV-PG,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",81043343.0,Tolga Örnek,Turkey,Tolga Çevik,Comedies
130,,Movie,Yucatán,2019-02-15 00:00:00,2018.0,TV-MA,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.,80988834.0,Daniel Monzón,Spain,Luis Tosar,Comedies
133,,Movie,Asura: The City of Madness,2018-02-15 00:00:00,2016.0,NR,"Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.",80144372.0,Sung-soo Kim,South Korea,Jung-min Hwang,Action & Adventure
118,,Movie,Daagdi Chaawl,2018-02-15 00:00:00,2015.0,TV-14,A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.,80201612.0,Chandrakant Kanse,India,Ankush Chaudhari,Action & Adventure
150,,Movie,Fakta Ladh Mhana,2018-02-15 00:00:00,2011.0,TV-14,"A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician.",80202087.0,Sanjay Jadhav,India,Sachin Khedekar,Action & Adventure
132,,Movie,Matichya Chuli,2018-02-15 00:00:00,2006.0,TV-14,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.",80201816.0,Sudesh Manjrekar,India,Sudhir Joshi,Comedies
121,,Movie,Morya,2018-02-15 00:00:00,2011.0,TV-14,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.,80201605.0,Avadhoot Gupte,India,Santosh Juvekar,Dramas
127,,Movie,Premachi Goshta,2018-02-15 00:00:00,2013.0,TV-14,"A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results.",80201609.0,Satish Rajwade,India,Atul Kulkarni,International Movies
152,,Movie,Sakhi,2018-02-15 00:00:00,2007.0,TV-PG,"Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship.",70116577.0,Sanjay Soorkar,India,Ashok Saraf,Dramas
126,,Movie,Sarivar Sari,2018-02-15 00:00:00,2005.0,TV-14,"Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract.",70121660.0,Gajendra Ahire,India,Madhura Velankar,Dramas
104,,Movie,Solomon Kane,2018-02-15 00:00:00,2009.0,R,"In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul.",70120167.0,Michael J. Bassett,Czech Republic,James Purefoy,Action & Adventure
162,,Movie,Tukaram,2018-02-15 00:00:00,2012.0,TV-PG,A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.,80201622.0,Chandrakant Kulkarni,India,Jitendra Joshi,Dramas
120,,Movie,Zenda,2018-02-15 00:00:00,2009.0,TV-14,A change in the leadership of a political party sparks bitter conflict and the party's division into two rival factions.,80201817.0,Avadhoot Gupte,India,Santosh Juvekar,Dramas
109,,Movie,A Heavy Heart,2017-02-15 00:00:00,2015.0,NR,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder.",80082749.0,Thomas Stuber,Germany,Peter Kurth,Dramas
79,,Movie,"Aram, Aram",2017-02-15 00:00:00,2015.0,TV-14,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",80065214.0,Christopher Chambers,United States,John Roohinian,Dramas
88,,Movie,La Coppia dei Campioni,2017-02-15 00:00:00,2016.0,TV-MA,"After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration.",80152155.0,Giulio Base,Italy,Massimo Boldi,Comedies
92,,Movie,The Fury of a Patient Man,2017-02-15 00:00:00,2016.0,NR,"After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations.",80167461.0,Raúl Arévalo,Spain,Antonio de la Torre,International Movies
88,,Movie,The Memory of Water,2017-02-15 00:00:00,2015.0,NR,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",80157565.0,Matías Bize,Chile,Elena Anaya,Dramas
57,,Movie,Grass,2019-02-14 00:00:00,2017.0,TV-MA,Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.,81071972.0,Tanuj Chopra,United States,Emily Chang,Comedies
62,,Movie,"Ken Jeong: You Complete Me, Ho",2019-02-14 00:00:00,2019.0,TV-MA,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life.",80244853.0,Jon M. Chu,United States,Ken Jeong,Stand-Up Comedy
65,,Movie,Chris Rock: Tamborine,2018-02-14 00:00:00,2018.0,TV-MA,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",80167498.0,Bo Burnham,United States,Chris Rock,Stand-Up Comedy
133,,Movie,Love Per Square Foot,2018-02-14 00:00:00,2018.0,TV-14,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",80227304.0,Anand Tiwari,India,Vicky Kaushal,Comedies
71,,Movie,Girlfriend's Day,2017-02-14 00:00:00,2017.0,TV-MA,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",80081987.0,Michael Paul Stephenson,United States,Bob Odenkirk,Comedies
64,,Movie,Katherine Ryan: In Trouble,2017-02-14 00:00:00,2017.0,TV-MA,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.",80134968.0,Colin Dench,United Kingdom,Katherine Ryan,Stand-Up Comedy
83,,Movie,Me and the Alien,2017-02-14 00:00:00,2016.0,TV-MA,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.",80134887.0,Jesús Magaña Vázquez,Mexico,Ines De Tavira,Comedies
95,,Movie,Sister Code,2016-02-14 00:00:00,2015.0,R,"After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation.",80046696.0,Corey Grant,United States,Drew Sidora,Comedies
112,,Movie,Merantau,2019-02-13 00:00:00,2009.0,R,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.",70118368.0,Gareth Evans,Indonesia,Iko Uwais,Action & Adventure
102,,Movie,Ten Years,2019-02-12 00:00:00,2015.0,TV-MA,"Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule.",81012294.0,Jevons Au,Hong Kong,Wong Jing,Dramas
124,,Movie,Clouds of Sils Maria,2017-02-12 00:00:00,2014.0,R,"A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",80013293.0,Olivier Assayas,France,Juliette Binoche,Dramas
93,,Movie,We the Animals,2019-02-11 00:00:00,2018.0,R,"A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.",80241304.0,Jeremiah Zagar,United States,Evan Rosado,Dramas
123,,Movie,Stronger Than the World,2017-02-11 00:00:00,2016.0,NR,"After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic.",80147513.0,Afonso Poyart,Brazil,José Loreto,Action & Adventure
97,,Movie,David Brent: Life on the Road,2017-02-10 00:00:00,2016.0,TV-MA,"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom.",80103818.0,Ricky Gervais,United Kingdom,Ricky Gervais,Comedies
,1,TV Show,Metallica: Some Kind of Monster,2017-02-10 00:00:00,2014.0,TV-MA,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.",80174429.0,Joe Berlinger,United States,James Hetfield,TV Shows
101,,Movie,About a Boy,2019-02-01 00:00:00,2002.0,PG-13,"Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.",60022998.0,Chris Weitz,United Kingdom,Nicholas Hoult,Comedies
110,,Movie,Billy Elliot,2019-02-01 00:00:00,2000.0,R,"When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.",60003378.0,Stephen Daldry,United Kingdom,Jamie Bell,Dramas
82,,Movie,Cats & Dogs: The Revenge of Kitty Galore,2019-02-01 00:00:00,2010.0,PG,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,70132722.0,Brad Peyton,United States,James Marsden,Children & Family Movies
100,,Movie,Dear Ex,2019-02-01 00:00:00,2018.0,TV-MA,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad.",81045891.0,Hsu Chih-yen,Taiwan,Roy Chiu,Comedies
52,,Movie,E-Cigarettes: Miracle or Menace?,2019-02-01 00:00:00,2016.0,TV-14,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.,81059656.0,Emma Hatherley,United Kingdom,Michael Mosley,Documentaries
127,,Movie,Guilty,2019-02-01 00:00:00,2015.0,TV-MA,"When a teen and her family's hired servant turn up dead, inept police bungle the inquiry and wind up fingering a controversial prime suspect.",80080618.0,Meghna Gulzar,India,Irrfan Khan,Dramas
86,,Movie,Have You Seen the Listers?,2019-02-01 00:00:00,2017.0,TV-MA,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,80994282.0,Eddie Martin,Australia,Anthony Lister,Documentaries
107,,Movie,Heal,2019-02-01 00:00:00,2017.0,TV-PG,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",80220013.0,Kelly Noonan,United States,Kelly Noonan,Documentaries
22,,Movie,Lego DC Comics: Batman Be-Leaguered,2019-02-01 00:00:00,2014.0,TV-Y7,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day.",80065492.0,Rick Morales,United States,Dee Bradley Baker,Movies
,1,TV Show,Lego Friends: Girls on a Mission,2019-02-01 00:00:00,2018.0,TV-Y,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",81050118.0,Andrew Tan,Denmark,Jasmine St. Clair,Kids' TV
22,,Movie,LEGO Marvel Super Heroes: Black Panther,2019-02-01 00:00:00,2018.0,TV-Y7-FV,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium.",81048914.0,Michael D. Black,United States,James Mathis III,Children & Family Movies
91,,Movie,Malicious,2019-02-01 00:00:00,2018.0,TV-MA,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",80220228.0,Michael Winnick,United States,Bojana Novakovic,Horror Movies
99,,Movie,Ninja Assassin,2019-02-01 00:00:00,2009.0,R,"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge.",70101697.0,James McTeigue,Germany,Rain,Action & Adventure
105,,Movie,Personal Shopper,2019-02-01 00:00:00,2016.0,R,"A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home.",80106984.0,Olivier Assayas,France,Kristen Stewart,Dramas
105,,Movie,The Edge of Seventeen,2019-02-01 00:00:00,2016.0,R,"When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable.",80104316.0,Kelly Fremon Craig,United States,Hailee Steinfeld,Comedies
88,,Movie,The Witch Files,2019-02-01 00:00:00,2018.0,TV-14,"A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences.",80208661.0,Kyle Rankin,United States,Holly Taylor,Horror Movies
128,,Movie,Truckbhar Swapna,2019-02-01 00:00:00,2018.0,TV-14,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.,81063480.0,Pramod Pawar,India,Makrand Deshpande,Comedies
113,,Movie,Velvet Buzzsaw,2019-02-01 00:00:00,2019.0,R,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.",80199689.0,Dan Gilroy,United States,Jake Gyllenhaal,Dramas
50,,Movie,Why Are We Getting So Fat?,2019-02-01 00:00:00,2016.0,TV-14,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.,81059649.0,Milla Harrison-Hansley,United Kingdom,Giles Yeo,Documentaries
81,,Movie,42 Grams,2018-02-01 00:00:00,2017.0,TV-MA,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.",80205451.0,Jack C. Newell,United States,Jake Bickelhaupt,Documentaries
93,,Movie,Æon Flux,2018-02-01 00:00:00,2005.0,PG-13,"Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",70045919.0,Karyn Kusama,United States,Charlize Theron,Action & Adventure
97,,Movie,Before the Flood,2018-02-01 00:00:00,2016.0,PG,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.,80141928.0,Fisher Stevens,United States,Leonardo DiCaprio,Documentaries
94,,Movie,Emo the Musical,2018-02-01 00:00:00,2016.0,PG-13,"Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him.",80198055.0,Neil Triffett,Australia,Benson Jack Anthony,Dramas
110,,Movie,How the Beatles Changed the World,2018-02-01 00:00:00,2017.0,TV-PG,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.,80195654.0,Tom O'Dell,United States,George Harrison,Documentaries
88,,Movie,Inxeba,2018-02-01 00:00:00,2017.0,TV-MA,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.",80170992.0,John Trengove,South Africa,Nakhane Touré,Dramas
143,,Movie,Master,2018-02-01 00:00:00,2016.0,NR,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.",80163352.0,Ui-seok Jo,South Korea,Byung-hun Lee,Action & Adventure
42,,Movie,National Parks Adventure,2018-02-01 00:00:00,2016.0,TV-G,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks.",80217040.0,Greg MacGillivray,United States,Robert Redford,Documentaries
117,,Movie,Newness,2018-02-01 00:00:00,2017.0,TV-MA,"Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution.",80172958.0,Drake Doremus,United States,Nicholas Hoult,Dramas
96,,Movie,Paint It Black,2018-02-01 00:00:00,2016.0,R,"In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame.",80171291.0,Amber Tamblyn,United States,Alia Shawkat,Dramas
,1,TV Show,Revolting Rhymes,2018-02-01 00:00:00,2017.0,TV-PG,Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.,80234290.0,Jani Lachauer,United Kingdom,Rob Brydon,British TV Shows
,1,TV Show,Camelia la Texana,2017-02-01 00:00:00,2014.0,TV-14,"Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.",80005332.0,Carlos Bolado,Mexico,Sara Maldonado,Crime TV Shows
116,,Movie,Chauthi Koot,2017-02-01 00:00:00,2015.0,TV-14,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.,80060060.0,Gurvinder Singh,India,Suvinder Vikky,Dramas
154,,Movie,Dilwale,2017-02-01 00:00:00,2015.0,TV-14,"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance.",80091866.0,Rohit Shetty,India,Shah Rukh Khan,Action & Adventure
179,,Movie,Happy New Year,2017-02-01 00:00:00,2014.0,TV-14,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.,80017528.0,Farah Khan,India,Shah Rukh Khan,Action & Adventure
93,,Movie,Haraamkhor,2017-02-01 00:00:00,2015.0,NR,"A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires.",80095530.0,Shlok Sharma,India,Nawazuddin Siddiqui,Dramas
97,,Movie,Heroes Wanted,2017-02-01 00:00:00,2016.0,TV-MA,"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?",80093105.0,Joaquín Mazón,Spain,María León,Action & Adventure
99,,Movie,Indiscretion,2017-02-01 00:00:00,2016.0,TV-MA,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession.",80127604.0,John Stewart Muller,United States,Mira Sorvino,Dramas
104,,Movie,La Última Fiesta,2017-02-01 00:00:00,2016.0,TV-MA,Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.,80156767.0,Leandro Mark,Argentina,Nicolás Vázquez,Comedies
94,,Movie,Maroon,2017-02-01 00:00:00,2016.0,TV-MA,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.",80159668.0,Pulkit,India,Manav Kaul,Dramas
111,,Movie,The Hurt Business,2017-02-01 00:00:00,2016.0,PG-13,"Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",80152745.0,Vlad Yudin,United States,Kevin Costner,Documentaries
108,,Movie,The Reconquest,2017-02-01 00:00:00,2016.0,NR,"Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future.",80167843.0,Jonás Trueba,Spain,Francesco Carril,Dramas
92,,Movie,Zapped,2017-02-01 00:00:00,2014.0,TV-G,A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.,70306702.0,Peter DeLuise,Canada,Zendaya,Children & Family Movies
29,,Movie,A Family Reunion Christmas,2019-12-09 00:00:00,2019.0,TV-PG,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,81004748.0,Robbie Countryman,United States,Loretta Devine,Movies
92,,Movie,It Comes at Night,2019-12-09 00:00:00,2017.0,R,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",80174959.0,Trey Edward Shults,United States,Joel Edgerton,Horror Movies
85,,Movie,Entanglement,2018-12-09 00:00:00,2018.0,TV-MA,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny.",80225595.0,Jason James,Canada,Thomas Middleditch,Dramas
38,,Movie,Mariah Carey's Merriest Christmas,2016-12-09 00:00:00,2015.0,TV-G,"Pop music superstar Mariah Carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""The Night Before Christmas.""",80160347.0,James Yukich,United States,Mariah Carey,Children & Family Movies
108,,Movie,Spectral,2016-12-09 00:00:00,2016.0,TV-14,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it.",80098200.0,Nic Mathieu,United States,James Badge Dale,Action & Adventure
74,,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",2015-12-09 00:00:00,2015.0,TV-MA,"Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo.",80081410.0,Gary Howsam,Canada,Mike Smith,Comedies
93,,Movie,From Paris with Love,2019-12-08 00:00:00,2010.0,R,A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.,70117322.0,Pierre Morel,France,John Travolta,Action & Adventure
172,,Movie,Saaho,2019-12-08 00:00:00,2019.0,TV-MA,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail.",81157385.0,Sujeeth,India,Prabhas,Action & Adventure
75,,Movie,Because of Soccer,2018-12-08 00:00:00,2008.0,TV-14,"After losing a World Cup bet, two hapless buddies must use their wits to pay off their debt to a big Jakarta bookie in this action-packed comedy.",81033201.0,Agasyah Karim,Indonesia,Herjunot Ali,Comedies
90,,Movie,The Art of the Steal,2018-12-08 00:00:00,2013.0,R,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book.",70253594.0,Jonathan Sobol,Canada,Kurt Russell,Action & Adventure
105,,Movie,The Dancer,2018-12-08 00:00:00,2011.0,TV-MA,"Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",70266069.0,Ifa Isfansyah,Indonesia,Prisia Nasution,Dramas
124,,Movie,The Gathering,2018-12-08 00:00:00,2003.0,TV-14,"Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.",70035037.0,Nia Dinata,Indonesia,Cut Mini Theo,Comedies
110,,Movie,What's Up With Love?,2018-12-08 00:00:00,2002.0,R,"A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.",81016342.0,Rudy Soedjarwo,Indonesia,Dian Sastrowardoyo,Dramas
102,,Movie,Delhi Belly,2017-12-08 00:00:00,2011.0,TV-MA,"Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",70152959.0,Abhinay Deo,India,Imran Khan,Action & Adventure
102,,Movie,Dhobi Ghat (Mumbai Diaries),2017-12-08 00:00:00,2010.0,TV-14,"In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships.",70144331.0,Kiran Rao,India,Aamir Khan,Dramas
89,,Movie,El Camino Christmas,2017-12-08 00:00:00,2017.0,TV-MA,"Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve.",80178974.0,David E. Talbert,United States,Jessica Alba,Comedies
162,,Movie,Jaal,2017-12-08 00:00:00,1986.0,TV-MA,"When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation.",80157086.0,Umesh Mehra,India,Jeetendra,Action & Adventure
147,,Movie,Jaane Tu... Ya Jaane Na,2017-12-08 00:00:00,2008.0,TV-PG,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,70089214.0,Abbas Tyrewala,India,Imran Khan,Comedies
224,,Movie,Lagaan,2017-12-08 00:00:00,2001.0,PG,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",60020906.0,Ashutosh Gowariker,India,Aamir Khan,Dramas
137,,Movie,Papa the Great,2017-12-08 00:00:00,2000.0,TV-PG,"After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.",60002808.0,Bhagyaraj,India,Krishan Kumar,Comedies
